title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
Microsoft Corporation $MSFT is Udine Wealth Management Inc.'s 3rd Largest Position,https://www.marketbeat.com/instant-alerts/filing-microsoft-corporation-msft-is-udine-wealth-management-incs-3rd-largest-position-2026-04-16/,2026-04-16 12:10:08,['MarketBeat'],"Udine Wealth Management Inc. increased its stake in Microsoft Corporation by 3.7% in Q4, making it their third-largest position. The article details recent insider transactions, Microsoft's strong quarterly earnings beat, and its declared quarterly dividend. It also covers analyst ratings, price performance, and key positive and negative headlines impacting the company, particularly regarding its significant AI/data-center investments.",https://www.marketbeat.com/logos/microsoft-corporation-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.919820'}, {'topic': 'financial_markets', 'relevance_score': '0.803713'}, {'topic': 'technology', 'relevance_score': '0.710837'}]",0.131152,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.147390', 'ticker_sentiment_label': 'Neutral'}]",MSFT
Redfin Reports San Francisco Home Prices Jump Most in 8 Years Amid AI Boom,https://ca.finance.yahoo.com/news/redfin-reports-san-francisco-home-123000397.html,2026-04-16 12:09:54,[],"San Francisco's median home sale price surged 14.4% year-over-year in March to a record $1.7 million, marking the largest increase in eight years and reclaiming its position as the most expensive major U.S. metro. This surge is attributed to an AI industry boom, a return to office work, and limited housing inventory, with many homes receiving multiple offers and selling significantly above asking price. In contrast, the national housing market remains sluggish due to high costs and economic uncertainty, with a slight increase in median sale price but slower sales and longer days on market.",https://s.yimg.com/ny/api/res/1.2/flmYIcOAXkkYux.cMbL3xw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTI1ODtjZj13ZWJw/https://media.zenfs.com/en/business-wire.com/6128f0a9646ebbfbd1e0dd0665fab832,Yahoo! Finance Canada,General,Yahoo! Finance Canada,"[{'topic': 'real_estate', 'relevance_score': '1.000000'}, {'topic': 'economy_macro', 'relevance_score': '0.800560'}, {'topic': 'technology', 'relevance_score': '0.615785'}, {'topic': 'finance', 'relevance_score': '0.646041'}]",0.255997,Somewhat-Bullish,"[{'ticker': 'RDFN', 'relevance_score': '0.304177', 'ticker_sentiment_score': '0.049799', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.600237', 'ticker_sentiment_score': '0.333693', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.625629', 'ticker_sentiment_score': '0.337125', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRM', 'relevance_score': '0.627541', 'ticker_sentiment_score': '0.329664', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.624057', 'ticker_sentiment_score': '0.304760', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
Could FN Serve As A Strategic Satellite Position?,https://www.trefis.com/stock/fn/articles2/596691/could-fn-serve-as-a-strategic-satellite-position/2026-04-16,2026-04-16 12:09:27,['Trefis Team'],"This article explores Fabrinet (FN) as a strategic satellite position for sophisticated investors, highlighting its diversification benefits due to a 49.9% correlation with the S&P 500 and strong upside capture. Despite trading at a premium, FN offers a stable underlying business with moderate growth and acceptable margins, making it an attractive option for portfolio diversification. The analysis emphasizes looking beyond raw momentum to assess a stock's role in a diversified asset allocation strategy.",,Trefis,General,Trefis,"[{'topic': 'financial_markets', 'relevance_score': '0.927705'}, {'topic': 'technology', 'relevance_score': '0.735945'}]",0.185551,Somewhat-Bullish,"[{'ticker': 'FN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.211568', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.609674', 'ticker_sentiment_score': '0.231167', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.645884', 'ticker_sentiment_score': '0.314366', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NFLX', 'relevance_score': '0.639177', 'ticker_sentiment_score': '-0.300414', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MU', 'relevance_score': '0.609337', 'ticker_sentiment_score': '0.346683', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
"AI Boom: Bubble Signs, But Opportunities Remain",https://www.troweprice.com/en/au/insights/equity-ai-market-outlook,2026-04-16 12:08:31,"['David Eiswert', ""Jennifer O'Hara Martin""]","David Eiswert of T. Rowe Price discusses the AI market, noting signs of a bubble due to massive capital allocation and market frenzies, yet emphasizing that the sector is still in undersupply. He argues that AI is generating significant economic surplus and offers a competitive advantage, with T. Rowe Price actively participating in the opportunities presented. Eiswert believes that despite bubble characteristics, the current undersupply and continuous improvements in AI make it an opportunity rather than a risk to avoid.",https://dynamicmedia.troweprice.com/is/image/trowepriceassociatesinc/CCON0215239-party%20squares-pattern-marquee?$Article-Hero-Jumbo$,T. Rowe Price,General,T. Rowe Price,"[{'topic': 'financial_markets', 'relevance_score': '0.902526'}, {'topic': 'technology', 'relevance_score': '0.827887'}, {'topic': 'economy_macro', 'relevance_score': '0.707148'}, {'topic': 'finance', 'relevance_score': '0.616947'}]",0.326542,Somewhat-Bullish,"[{'ticker': 'TROW', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.256510', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.621389', 'ticker_sentiment_score': '0.326628', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.618642', 'ticker_sentiment_score': '0.348804', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
Rogers Satellite coverage expands to U.S. through T-Mobile partnership,https://www.coastreporter.net/the-mix/rogers-satellite-coverage-expands-to-us-through-t-mobile-partnership-12149918,2026-04-16 12:07:47,"['Sammy Hudes', 'The Canadian Press']","Rogers Communications Inc. is partnering with T-Mobile to expand its satellite-to-mobile coverage into the United States. This collaboration, using Elon Musk's Starlink technology, will enable Rogers' customers to make app-based calls, send texts, and use certain applications while roaming in the U.S. outside of cellular network range. The service will be included at no extra cost for customers on certain Rogers plans with U.S. coverage.",https://www.vmcdn.ca/f/files/shared/feeds/cp/2026/04/d812964b86f712e892017e191b95b215a66ccfebb5f211000bd57de740709ec5.jpg,Coast Reporter,General,Coast Reporter,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'mergers_and_acquisitions', 'relevance_score': '0.848545'}]",0.197712,Somewhat-Bullish,"[{'ticker': 'TMUS', 'relevance_score': '0.909127', 'ticker_sentiment_score': '0.320483', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.634596', 'ticker_sentiment_score': '0.108127', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.636971', 'ticker_sentiment_score': '0.134022', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.634896', 'ticker_sentiment_score': '0.148174', 'ticker_sentiment_label': 'Neutral'}]",MSFT
Microsoft Remains a Top Holding for Udine Wealth Management,https://nationaltoday.com/us/wa/redmond/news/2026/04/16/microsoft-remains-a-top-holding-for-udine-wealth-management/,2026-04-16 12:07:00,[],"Udine Wealth Management Inc. increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 3.7% in Q4 2025, bringing its total to 42,501 shares. This makes Microsoft the firm's third-largest position, accounting for 9.7% of its portfolio. This move highlights Microsoft's continued dominance in the tech sector and its importance as a bellwether stock for major investment firms.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69e0d6e556d56.jpg,National Today,General,National Today,"[{'topic': 'finance', 'relevance_score': '1.000000'}, {'topic': 'financial_markets', 'relevance_score': '0.941305'}, {'topic': 'technology', 'relevance_score': '0.808164'}, {'topic': 'earnings', 'relevance_score': '0.721348'}]",0.488359,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.499673', 'ticker_sentiment_label': 'Bullish'}]",MSFT
"Stellantis, Microsoft sign five-year partnership for AI push",https://ca.news.yahoo.com/stellantis-microsoft-sign-five-partnership-120212213.html,2026-04-16 12:02:00,['Reuters'],"Stellantis and Microsoft have entered a five-year strategic partnership to co-develop capabilities in artificial intelligence (AI), cybersecurity, and engineering. This collaboration aims to accelerate Stellantis's AI integration across its operations and enhance its software and data-driven services to compete with technology-focused rivals. The agreement will involve over 100 AI initiatives, strengthen the automaker's global cyber defense, and accelerate the modernization of its IT infrastructure on Microsoft's Azure cloud platform.",https://s.yimg.com/ny/api/res/1.2/aln2kjQvGSBcYcdbYIIAtg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyNDI7aD02OTk7Y2Y9d2VicA--/https://media.zenfs.com/en/reuters.com/e5f78dcb295ae3d571b9272c7f0f1c00,Yahoo News Canada,General,Yahoo News Canada,"[{'topic': 'manufacturing', 'relevance_score': '0.901265'}, {'topic': 'technology', 'relevance_score': '0.936744'}, {'topic': 'energy_transportation', 'relevance_score': '0.832897'}]",0.167519,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.443151', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.643343', 'ticker_sentiment_score': '-0.166649', 'ticker_sentiment_label': 'Somewhat-Bearish'}]",MSFT
Stellantis Inks Artificial Intelligence Deal With Microsoft,https://www.bloomberg.com/news/articles/2026-04-16/stellantis-inks-artificial-intelligence-deal-with-microsoft,2026-04-16 12:00:00,['Albertina Torsoli'],"Stellantis NV has partnered with Microsoft Corp. to develop over 100 AI tools for automotive applications, including customer support and predictive maintenance. This collaboration aims to enhance customer experience, provide energy-efficient driving recommendations, and strengthen cybersecurity across Stellantis vehicles and operations.",https://assets.bwbx.io/images/users/iqjWHBFdfxIU/itPT52Pyify8/v1/-1x-1.webp,Bloomberg,General,Bloomberg,"[{'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.932010'}, {'topic': 'manufacturing', 'relevance_score': '0.631186'}]",0.4369,Bullish,"[{'ticker': 'STLA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.432840', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.918417', 'ticker_sentiment_score': '0.415761', 'ticker_sentiment_label': 'Bullish'}]",MSFT
"Netflix, Zoom, Apollo Global And More On CNBC's 'Final Trades'",https://www.benzinga.com/trading-ideas/long-ideas/26/04/51853291/netflix-zoom-apollo-global-and-more-on-cnbcs-final-trades,2026-04-16 11:39:04,['Avi Kapoor'],"CNBC's 'Final Trades' segment highlighted several stocks, with analysts making recommendations. Netflix (NFLX) was chosen ahead of its Q1 earnings report, while Zoom Communications (ZM) and Apollo Global Management (APO) also received endorsements. Additionally, Invesco QQQ Trust (QQQ) was mentioned as a final trade.",https://cdn.benzinga.com/files/images/story/2026/04/16/Netflix-Logo-On-A-Building-Exterior-With_1.jpeg?quality=85&auto=webp&width=850,Benzinga,General,Benzinga,"[{'topic': 'earnings', 'relevance_score': '0.921848'}, {'topic': 'financial_markets', 'relevance_score': '0.839570'}, {'topic': 'technology', 'relevance_score': '0.743270'}]",0.258517,Somewhat-Bullish,"[{'ticker': 'APO', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.269979', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NFLX', 'relevance_score': '0.925465', 'ticker_sentiment_score': '0.242415', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.619982', 'ticker_sentiment_score': '0.230861', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
Assessing nLIGHT (LASR) Valuation After Solid Revenue And Ongoing Net Loss,https://simplywall.st/stocks/us/tech/nasdaq-lasr/nlight/news/assessing-nlight-lasr-valuation-after-solid-revenue-and-ongo,2026-04-16 11:38:56,['Simply Wall St'],"nLIGHT (LASR) reported annual revenue of US$261.33 million and a net loss of US$23.467 million, with its stock performing strongly and nearing analyst price targets. While a main narrative suggests the stock is 10% undervalued at $73.50 due to growth in aerospace and defense, another perspective highlights significant valuation risk given its high P/S ratio of 14.2x compared to an industry average of 2.6x. Investors are encouraged to review the data, considering both growth prospects and potential risks.",,Simply Wall Street,General,Simply Wall Street,"[{'topic': 'earnings', 'relevance_score': '0.944821'}, {'topic': 'financial_markets', 'relevance_score': '0.840930'}, {'topic': 'technology', 'relevance_score': '0.716034'}, {'topic': 'finance', 'relevance_score': '0.636119'}]",0.344919,Somewhat-Bullish,"[{'ticker': 'LASR', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.303129', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.605170', 'ticker_sentiment_score': '0.363386', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.584637', 'ticker_sentiment_score': '0.284245', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
Stellantis Accelerates AI-led Strategy and Digital Transformation Through Strategic Collaboration with Microsoft to Enhance Customer Experiences,https://www.stellantis.com/en/news/press-releases/2026/april/stellantis-accelerates-ai-led-strategy-and-digital-transformation-through-strategic-collaboration-with-microsoft-to-enhance-customer-experiences,2026-04-16 11:38:50,[],"Stellantis and Microsoft have announced a five-year strategic collaboration to accelerate Stellantis' digital transformation. This partnership will focus on co-developing over 100 AI initiatives across sales, customer care, and operations, strengthening global cyber defense with AI-driven analytics, and modernizing infrastructure by reducing datacenter footprint by 60% by 2029 using Microsoft Azure. The collaboration aims to enhance customer experiences, improve cybersecurity across vehicles and operations, and accelerate innovation through AI and data.",https://www.stellantis.com/content/dam/stellantis-corporate/news/press-releases/2026/april/16-04-2026/HERO-Stellantis-Microsoft-Partnership.png,Stellantis.com,General,Stellantis.com,"[{'topic': 'manufacturing', 'relevance_score': '0.704574'}, {'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'energy_transportation', 'relevance_score': '0.947726'}]",0.430546,Bullish,"[{'ticker': 'STLA', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.439416', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.948110', 'ticker_sentiment_score': '0.423895', 'ticker_sentiment_label': 'Bullish'}]",MSFT
$41M AI chip order pushes Aehr's half-year bookings past $92M,https://www.stocktitan.net/news/AEHR/aehr-receives-record-41-million-production-order-from-lead-mc2butgonhkx.html,2026-04-16 11:29:59,[],"Aehr Test Systems (NASDAQ: AEHR) received a record $41 million production order from its lead hyperscale AI customer for package-level burn-in of custom AI processor ASICs. This order pushes Aehr's second-half bookings past $92 million, significantly exceeding prior expectations of $60-$80 million. Deliveries for this order are expected to begin in fiscal 2027, starting June 27, 2026, and the company has also expanded its manufacturing capacity to support this growing demand.",https://app.accessnewswire.com/img.ashx?id=1158193,Stock Titan,General,Stock Titan,"[{'topic': 'earnings', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '1.000000'}, {'topic': 'manufacturing', 'relevance_score': '0.806371'}]",0.417693,Bullish,"[{'ticker': 'AEHR', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.873296', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMD', 'relevance_score': '0.619374', 'ticker_sentiment_score': '0.309220', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.627363', 'ticker_sentiment_score': '0.346795', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.592452', 'ticker_sentiment_score': '0.263977', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'INTC', 'relevance_score': '0.560875', 'ticker_sentiment_score': '0.277091', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",MSFT
